Exported data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Code,Player Name,Position,HidPos,Team,Price,Value,Status,Picked %,PickedTop 100 %,PickedTop 1000 %,Tot Pts,Tot Pts Percentile,PPG,PPG Percentile,PPM,PPM Percentile,T6,G6,PPG6,Min,Goals,Goals Percentile,Assists,Assists Percentile,Clean Sheets,CS Percentile,Goals Conceded,GC Percentile,Own Goals,OG Percentile,Penalty Saved,PS Percentile,Penalty Made,PM Percentile,Yellow,Yellow Percentile,Red,Red Percentile,Saves,Saves Percentile,Bonus Points,BP Percentile,BPS,BPS Percentile,Inf,Inf Percentile,Creat,Creat Percentile,Threat,Threat Percentile,ICT,ICT Percentile,Wk 27,Wk 26,Wk 25,Wk 24,Wk 23,Wk 22,Wk 21,Wk 20,Wk 19,Wk 18,Wk 17,Wk 16,Wk 15,Wk 14,Wk 13,Wk 12,Wk 11,Wk 10,Wk 9,Wk 8,Wk 7,Wk 6,Wk 5,Wk 4,Wk 3,Wk 2,Wk 1
531989,Ozoh,MID,3,Crystal Palace,4.5,4.5,a,0,0,0,1,15%,1,17%,0.22,16%,0,0,0.00,1,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,3,17%,0,0%,0.8,22%,0,0%,0.1,19%,,,,,,,1,,,,,,,,,,,,,,,,,,,,
479683,Marquinhos,MID,3,Arsenal,4.5,4.6,u,0.1,0,0.2,1,15%,1,17%,0.22,16%,0,0,0.00,1,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,3,17%,0,0%,0.2,18%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,1,,,,,,,
491598,Peupion,MID,3,B & H Albion,4.5,4.5,a,0,0,0,1,15%,1,17%,0.22,16%,0,1,0.00,5,0,0%,0,0%,0,0%,2,27%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,3,17%,0,0%,0.3,19%,5,26%,0.5,22%,,,,,,,,,,,,,,,,,,,,,,,,,,,
494541,Doyle,MID,3,Wolverhampton,4.4,4.5,a,0,0,0,1,15%,1,17%,0.22,16%,0,1,0.00,6,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,1,15%,0,0%,0.3,19%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
532529,Hinshelwood,MID,3,B & H Albion,4.5,4.5,a,0,0,0,1,15%,1,17%,0.22,16%,0,1,0.00,1,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,3,17%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
463210,Charles,MID,3,Man City,4.5,4.5,a,0,0,0,1,15%,1,17%,0.22,16%,0,1,0.00,27,0,0%,0,0%,0,0%,1,21%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,3,17%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
547719,Miley,MID,3,Newcastle United,4.5,4.5,a,0,0,0,1,15%,1,17%,0.22,16%,0,1,0.00,14,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,2,16%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
209046,Hudson-Odoi,MID,3,Nottingham Forest,4.7,5.3,u,0,0,0,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
490094,Iroegbunam,MID,3,Aston Villa,4.5,4.5,u,0,0,0,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
60252,Townsend,MID,3,Luton,5,5.4,i,0,0,0,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
243505,Moder,MID,3,B & H Albion,4.5,4.4,i,0,0,0,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
184704,Nakamba,MID,3,Luton,4.3,4.3,u,0.1,0,0.2,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
481405,Bidstrup,MID,3,Brentford,4.5,4.5,u,0,0,0,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
450542,Rak-Sakyi,MID,3,Crystal Palace,4.5,4.5,u,0,0,0,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
166324,Cavaleiro,MID,3,Fulham,5,4.8,u,0,0,0.1,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
432714,McAtee,MID,3,Sheffield United,4.4,4.5,u,0,0,0,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
180151,Vlasic,MID,3,West Ham,4.5,5,u,0,0,0,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
245923,Cundle,MID,3,Wolverhampton,4.5,4.4,u,0.2,0,0.7,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
484658,Kozłowski,MID,3,B & H Albion,4.5,4.5,u,0,0,0,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
120250,André Gomes,MID,3,Everton,4.5,4.5,u,0,0,0.1,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
83314,Hendrick,MID,3,Newcastle United,4.4,4.5,u,0,0,0,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
48615,Arter,MID,3,Nottingham Forest,4.3,4.1,a,0.4,0,0.1,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
510363,Chiquinho,MID,3,Wolverhampton,4.5,5,i,0,0,0,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
437476,Ojeda,MID,3,Nottingham Forest,4.5,4.5,u,0,0,0,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
83543,Knockaert,MID,3,Fulham,4.4,4.7,u,0,0,0.2,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
481624,Philogene-Bidace,MID,3,Aston Villa,4.5,4.5,u,0,0,0,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
160987,Gbamin,MID,3,Everton,4.5,4.5,u,0,0,0,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
530318,Rodney,MID,3,Crystal Palace,4.5,4.5,a,0,0,0,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
235382,Alzate,MID,3,B & H Albion,4.5,4.4,u,0.1,0,0.1,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
493250,Amad,MID,3,Man United,4.4,4.4,u,0,0,0.1,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
591357,Trevitt,MID,3,Brentford,4.5,4.4,a,0,0,0,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
601975,Yarmolyuk,MID,3,Brentford,4.3,4.5,a,0,0,0,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
449133,Griffiths,MID,3,Wolverhampton,4.5,4.4,a,0,0,0,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
511504,Sekularac,MID,3,Fulham,4.4,4.5,a,0,0,0,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
564510,Kuol,MID,3,Newcastle United,4.5,4.5,u,0,0,0,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
501284,Olakigbe,MID,3,Brentford,4.5,4.5,a,0,0,0,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
532605,Andrey Santos,MID,3,Chelsea,4.2,4.5,u,0,0,0,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
515599,O'Reilly,MID,3,Aston Villa,4.5,4.5,a,0,0,0,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
515023,Dibley-Dias,MID,3,Fulham,4.5,4.5,a,0,0,0,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
504751,Bandeira,MID,3,Arsenal,4.5,4.5,a,0,0,0,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
446008,Mbeumo,MID,3,Brentford,6.7,5.7,a,4,1,0.4,150,94%,3.9,88%,26.32,94%,25,6,4.17,2905,9,94%,9,93%,10,86%,39,84%,0,0%,0,0%,0,0%,5,78%,0,0%,0,0%,19,97%,556,92%,662.4,91%,766.3,92%,866,95%,229.3,94%,4,2,,5,2,12,2,2,12,1,1,1,6,4,2,2,2,2,2,2,,8,2,2,2,6,2
242898,Johnson,MID,3,Tottenham,5.8,5.5,a,1.6,0,0.5,122,85%,3.2,76%,22.18,87%,30,6,5.00,2930,8,92%,5,80%,7,73%,54,96%,0,0%,0,0%,2,99%,6,86%,0,0%,0,0%,15,92%,384,78%,478.2,77%,373.6,73%,729,93%,157.4,84%,2,13,2,2,2,9,5,12,4,2,2,5,2,1,1,2,0,2,2,2,,7,1,1,9,1,2
219847,Havertz,MID,3,Arsenal,7.1,7.4,a,3.2,0,0.4,102,78%,2.9,70%,13.78,68%,17,6,2.83,2565,7,89%,1,44%,9,80%,31,73%,0,0%,0,0%,0,0%,5,78%,0,0%,0,0%,13,90%,301,69%,470.2,76%,513.3,81%,1012,98%,199.3,91%,9,2,1,1,2,2,2,6,4,2,12,1,2,9,,2,1,6,2,,,6,2,1,2,1,2
194634,Diogo Jota,MID,3,Liverpool,8,8.6,a,2,0,0,80,68%,3.6,82%,9.30,53%,11,7,1.57,1125,7,89%,4,76%,5,63%,19,57%,0,0%,0,0%,0,0%,2,51%,0,0%,0,0%,9,80%,282,66%,304.2,63%,237.9,60%,337,72%,87.5,64%,1,1,7,1,1,,,,,,,,,,,,1,5,1,,,1,,,,,
474120,Enciso,MID,3,B & H Albion,5,4.6,a,2.4,0,0.1,57,58%,2.9,70%,12.39,64%,3,9,0.33,794,4,72%,3,69%,4,56%,12,44%,0,0%,0,0%,0,0%,1,37%,0,0%,0,0%,7,75%,189,54%,255.8,57%,161,52%,370,74%,78.5,61%,1,1,,,,1,,,1,1,,1,,3,,,,,,,,,,,,,
212319,Richarlison,MID,3,Tottenham,7,8.4,a,0.8,0,0.1,54,57%,2,51%,6.43,44%,15,6,2.50,995,1,48%,5,80%,3,49%,18,54%,0,0%,0,0%,0,0%,3,65%,0,0%,0,0%,2,53%,165,50%,201.6,52%,221,59%,401,76%,82,63%,9,1,2,2,1,,1,2,,,,2,,,,,1,1,5,1,,5,0,4,1,1,
550596,Sadi,MID,3,Bournemouth,4.5,4.5,a,0,0,0,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
216646,Wissa,STR,4,Brentford,5.6,5.3,a,0.3,0,0.2,111,88%,2.9,69%,20.94,90%,19,6,3.17,1587,7,76%,4,84%,7,82%,17,63%,0,0%,0,0%,0,0%,3,69%,0,0%,0,0%,6,67%,292,75%,363.8,75%,184.5,71%,414,98%,95.5,71%,7,2,,3,1,6,0,3,8,1,1,1,12,2,1,1,3,1,1,1,,6,7,1,5,1,2
243298,Gakpo,STR,4,Liverpool,7.2,7.6,a,5.3,0,0.1,90,73%,4.3,86%,11.84,67%,36,7,5.14,1455,7,76%,3,76%,6,76%,19,67%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,4,53%,256,73%,331.8,71%,271.1,84%,415,98%,101.3,73%,2,14,4,6,8,2,3,2,,,,,,,,,,,,,,,,,,,
223094,Haaland,STR,4,Man City,14.5,12.4,a,78.4,60,61.3,272,100%,7.8,100%,21.94,94%,34,7,4.86,2767,36,100%,9,98%,13,98%,26,82%,0,0%,0,0%,0,0%,5,94%,0,0%,0,0%,40,100%,1040,100%,1390,100%,371,92%,1825,100%,358.1,100%,6,4,10,2,10,2,17,8,2,6,13,1,5,,13,,2,6,23,6,,9,17,17,6,5,13
144485,Toney,STR,4,Brentford,8.1,7.1,s,18.2,1,1.5,182,98%,5.5,98%,25.63,100%,33,3,11.00,2953,20,98%,4,84%,10,94%,42,98%,0,0%,0,0%,1,96%,9,100%,0,0%,0,0%,35,98%,607,98%,926.8,98%,424.3,100%,1240,100%,258.7,98%,13,8,,2,9,1,1,9,,12,5,13,,1,2,2,12,5,1,2,,17,1,2,8,9,8
178301,Watkins,STR,4,Aston Villa,9,7.3,a,12.8,2,1.4,175,96%,4.7,92%,23.97,98%,42,6,7.00,3129,15,94%,8,96%,13,98%,40,96%,0,0%,0,0%,1,96%,4,86%,0,0%,0,0%,25,96%,550,96%,792,96%,408.5,98%,1268,100%,247,96%,8,2,6,8,7,11,8,1,2,5,6,,5,1,6,2,2,2,2,2,,2,2,2,6,11,1
75115,Wilson,STR,4,Newcastle United,7.8,7.3,a,17.2,6,5.2,157,94%,5.1,96%,21.51,92%,11,7,1.57,1870,18,96%,6,92%,10,94%,16,57%,0,0%,0,0%,0,0%,4,86%,0,0%,0,0%,20,94%,526,94%,720,94%,271,82%,1020,99%,200.4,92%,1,2,,1,,7,2,5,1,0,,1,1,19,5,2,2,5,6,,,,,,6,2,6
154566,Solanke,STR,4,Bournemouth,7.2,5.6,a,3.6,0,0.4,130,92%,3.9,82%,23.21,96%,16,6,2.67,2865,6,69%,10,100%,8,90%,52,100%,0,0%,0,0%,0,0%,2,59%,0,0%,0,0%,14,82%,339,86%,524.8,88%,279.9,88%,1046,100%,184.4,86%,2,2,5,5,2,,,,2,1,2,5,6,2,1,2,12,8,2,2,,12,2,1,,,2
205651,Jesus,STR,4,Arsenal,7.8,8.1,a,28.3,92,92.2,125,90%,4.8,94%,15.43,80%,1,6,0.17,2064,11,90%,7,94%,9,92%,23,78%,0,0%,0,0%,0,0%,6,96%,0,0%,0,0%,17,90%,401,92%,594.2,92%,407.3,96%,1282,100%,228.3,94%,1,,,,,,,,,,,2,2,9,2,,2,5,8,6,,1,6,1,4,19,2
128389,Mitrović,STR,4,Fulham,7.4,6.6,a,12.5,1,0.4,107,86%,4.5,88%,16.21,82%,7,3,2.33,2010,14,92%,2,59%,7,82%,30,92%,0,0%,0,0%,4,100%,7,98%,0,0%,0,0%,14,82%,324,84%,584.8,90%,216.5,76%,1141,100%,193.1,90%,2,1,,,2,2,2,0,5,0,15,,,1,6,6,7,,0,2,,5,9,7,6,-1,13
461358,Álvarez,STR,4,Man City,6.5,6.1,a,7.7,1,0.2,103,84%,3.3,75%,16.89,86%,16,8,2.00,1448,9,82%,3,76%,5,65%,16,57%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,14,82%,393,90%,430.8,82%,271.1,84%,545,98%,124.7,80%,1,,11,1,1,2,1,7,,1,,1,9,2,1,,1,1,1,1,,,12,1,,1,1
447203,Darwin,STR,4,Liverpool,7.5,8.6,d,6.4,1,2.3,100,78%,3.4,76%,11.63,63%,28,4,7.00,1684,9,82%,5,88%,7,82%,22,75%,0,0%,0,0%,0,0%,1,49%,1,100%,0,0%,8,75%,310,78%,458.2,84%,336.9,90%,1078,100%,186,88%,2,12,2,5,5,2,1,,1,5,2,13,7,2,,5,1,6,1,,,2,,,,-2,9
219168,Isak,STR,4,Newcastle United,7.5,7,a,12.7,0,0.4,100,78%,4.5,88%,14.29,76%,12,7,1.71,1520,10,86%,2,59%,4,59%,20,71%,0,0%,0,0%,0,0%,3,69%,0,0%,0,0%,18,92%,353,88%,475,86%,244.1,80%,693,99%,141.1,82%,7,1,,2,2,,1,8,,,,,,,,,,,,9,,2,7,,,,
210156,Awoniyi,STR,4,Nottingham Forest,6.3,5.6,a,1.2,0,0.1,100,78%,3.7,80%,17.86,88%,0,6,0.00,1395,10,86%,1,49%,5,65%,29,88%,0,0%,0,0%,0,0%,2,59%,0,0%,0,0%,16,88%,320,82%,375.8,76%,129.6,65%,378,97%,87.8,67%,,,,,,,,,9,2,2,,1,2,9,1,1,,2,7,,1,1,1,2,8,1
84939,Ings,STR,4,West Ham,5.6,6.3,a,1.4,0,0,97,76%,2.8,67%,15.40,78%,20,6,3.33,1579,8,80%,2,59%,5,65%,26,82%,0,0%,0,0%,0,0%,4,86%,0,0%,0,0%,13,80%,317,80%,398.4,80%,186,73%,604,99%,118.6,78%,2,2,13,1,1,1,1,1,8,1,1,13,1,2,12,2,2,1,1,1,,,1,2,1,6,1
50175,Welbeck,STR,4,B & H Albion,5.7,6.5,a,2.1,0,0.1,91,75%,2.9,69%,14.00,73%,9,8,1.13,1844,6,69%,5,88%,6,76%,28,86%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,5,61%,296,76%,378.2,78%,390.6,94%,782,99%,155.4,84%,3,5,,,,1,2,5,,,,1,1,,2,2,2,2,5,,,5,1,2,5,2,7
57531,Antonio,STR,4,West Ham,5.7,6.9,a,1.5,1,0.1,84,71%,2.5,61%,12.17,69%,10,5,2.00,1822,5,61%,3,76%,5,65%,29,88%,0,0%,0,0%,0,0%,2,59%,0,0%,0,0%,4,53%,222,67%,305.8,69%,207.7,75%,559,99%,107,75%,,,5,1,2,2,5,2,1,1,2,,1,1,1,1,1,8,1,2,,5,5,1,2,2,1
199670,Edouard,STR,4,Crystal Palace,5.4,5,a,2,0,0.1,82,69%,2.3,51%,16.40,84%,8,6,1.33,1788,5,61%,2,59%,5,65%,25,80%,0,0%,0,0%,0,0%,3,69%,0,0%,0,0%,5,61%,225,69%,351.6,73%,227.7,78%,544,98%,111.5,76%,3,,1,1,1,2,2,3,1,1,,1,,6,2,5,2,8,5,,,1,1,2,5,0,1
245824,Vinícius,STR,4,Fulham,4.5,5.4,a,0.5,0,0,72,67%,2.6,63%,13.33,71%,14,6,2.33,1098,5,61%,2,59%,1,39%,20,71%,0,0%,0,0%,0,0%,3,69%,0,0%,0,0%,10,78%,206,63%,244,63%,118.3,57%,370,97%,72.7,61%,,7,2,3,1,1,1,1,9,,1,2,2,,1,1,1,1,1,1,,1,,,,,
148225,Martial,STR,4,Man United,6.4,6.3,a,2.9,0,0,66,65%,3.1,73%,10.48,61%,0,8,0.00,970,6,69%,3,76%,7,82%,8,41%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,4,53%,230,71%,305.2,67%,179,69%,376,97%,85.4,65%,,,,,,,,1,2,2,6,2,1,,,,,4,10,,,,,,4,,
487117,Ferguson,STR,4,B & H Albion,5.8,4.6,a,1.7,0,0,65,63%,3.4,76%,14.13,75%,8,6,1.33,942,6,69%,2,59%,6,76%,12,51%,0,0%,0,0%,0,0%,1,49%,0,0%,0,0%,8,75%,213,65%,284.2,65%,129.1,63%,350,97%,76.5,63%,3,2,,2,1,,6,5,11,5,1,,,,,,,,,,,,,,,,
205533,Nketiah,STR,4,Arsenal,5.1,6.3,a,1.8,0,0,63,61%,2.1,43%,10.00,57%,15,5,3.00,1071,4,57%,2,59%,2,47%,16,57%,0,0%,0,0%,0,0%,3,69%,0,0%,0,0%,5,61%,161,55%,213.4,59%,128.2,61%,598,99%,93.1,69%,,,5,2,6,2,13,2,1,8,6,,,1,1,,1,1,1,1,,1,1,1,1,1,1
128340,Moore,STR,4,Bournemouth,4.6,4.9,a,0.7,0,1.1,57,59%,2.1,43%,11.63,63%,0,5,0.00,1269,4,57%,0,0%,3,51%,34,94%,0,0%,0,0%,0,0%,1,49%,0,0%,0,0%,3,41%,161,55%,216.2,61%,89.6,47%,272,95%,57.3,51%,,,,,,,2,2,1,2,2,6,2,13,1,1,1,1,2,1,,1,1,2,2,2,6
60689,Wood,STR,4,Nottingham Forest,4.8,5.6,i,0.5,0,0,53,57%,2.1,43%,9.46,55%,17,0,0.00,807,3,53%,0,0%,4,59%,9,45%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,7,71%,163,59%,145.2,51%,82.1,45%,169,94%,39.3,43%,1,2,2,8,2,2,2,1,1,2,8,2,7,1,1,1,1,1,,1,,1,1,2,1,1,1
450434,Undav,STR,4,B & H Albion,5.5,5,a,0.8,0,0.7,52,55%,2.4,57%,10.40,59%,4,9,0.44,614,5,61%,2,59%,2,47%,9,45%,1,100%,0,0%,0,0%,2,59%,0,0%,0,0%,4,53%,173,61%,157.6,55%,105.7,53%,333,96%,59.5,53%,,,,1,1,2,,,,,,1,1,,1,1,1,,,,,1,1,,,,1
115382,Maupay,STR,4,Brentford,4.9,5.6,a,0.5,0,0,41,49%,1.5,33%,7.32,49%,9,4,2.25,1104,1,33%,0,0%,3,51%,19,67%,0,0%,0,0%,0,0%,4,86%,0,0%,0,0%,3,41%,86,43%,85.8,43%,109.9,55%,429,98%,62.2,57%,1,1,4,2,1,0,,,1,0,2,2,1,1,1,1,1,2,2,9,,2,,,,,
231747,Mateta,STR,4,Crystal Palace,4.9,5.1,a,0.3,0,0,41,49%,1.4,31%,8.04,53%,9,3,3.00,748,2,45%,0,0%,3,51%,10,49%,0,0%,0,0%,0,0%,3,69%,0,0%,0,0%,3,41%,96,47%,115.8,45%,67.1,43%,240,95%,41,45%,1,1,2,2,2,1,1,2,1,1,,1,,,0,1,1,1,1,,,2,1,0,5,,1
